ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL4061746,,,Small molecule,0,292.34,3,5,3.2,66.91,4,2,0,4,N,0.77,11.06,4.35,3.13,3.13,3,MOL,-1,22,5,2,0,292.1324,NEUTRAL,C17H16N4O,CC(=O)Nc1nc(NCc2ccccc2)c2ccccc2n1
CHEMBL205400,,,Small molecule,0,587.76,1,1,6.46,100.88,5,2,2,14,N,0.23,12.36,None,5.78,5.78,3,MOL,-1,43,8,2,2,587.3359,NEUTRAL,C35H45N3O5,CCC[C@H](C(=O)NCc1ccco1)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Oc3ccccc3)c2)C1=O
CHEMBL4111029,,,Small molecule,0,425.37,3,3,1.44,150.63,9,3,0,5,N,0.65,13.29,4.99,2.6,2.6,2,MOL,-1,30,10,5,0,425.1423,NEUTRAL,C17H18F3N7O3,CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1
CHEMBL3403820,,,Small molecule,0,731.07,3,5,5.47,104.09,9,3,2,9,N,0.29,13.59,7.42,4.95,4.64,0,MOL,-1,52,9,3,2,730.5496,NEUTRAL,C43H74N2O7,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL4109969,,,Small molecule,0,398.32,3,3,1.78,128.51,7,3,0,3,N,0.68,13.54,4.99,2.57,2.57,2,MOL,-1,28,8,5,0,398.1114,NEUTRAL,C16H14F4N6O2,C[C@]1(c2nc(NC(=O)c3ncc(F)cc3N)ccc2F)N=C(N)OCC1(F)F
CHEMBL4226951,,,Small molecule,0,574.81,2,9,4.85,79.95,6,3,1,12,N,0.34,None,8.90,4.09,1.08,2,MOL,-1,42,8,3,1,574.3995,BASE,C34H50N6O2,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1
CHEMBL4226598,,,Small molecule,0,574.81,2,3,3.53,71.16,6,2,1,11,N,0.43,None,8.62,3.3,0.85,2,MOL,-1,42,8,2,1,574.3995,BASE,C34H50N6O2,CN1CCN(Cc2ccccc2-c2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1
CHEMBL138623,,,Small molecule,0,339.87,6,12,5.47,28.16,3,1,1,6,N,0.64,None,9.46,4.83,2.73,3,MOL,-1,24,3,1,1,339.1502,BASE,C20H22ClN3,CCN(CC)Cc1cccc(Nc2ccnc3cc(Cl)ccc23)c1
CHEMBL3923244,,,Small molecule,0,367.49,2,2,3.59,69.2,5,1,0,4,N,0.88,None,4.60,3.88,3.88,1,MOL,-1,27,5,2,0,367.226,NEUTRAL,C22H29N3O2,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(C)C(N)=N1
CHEMBL3942680,,,Small molecule,0,368.39,2,2,3.37,93.06,6,2,0,8,N,0.55,8.75,None,4.12,4.11,2,MOL,-1,27,6,2,0,368.126,NEUTRAL,C21H20O6,COc1cc(O)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc(O)cc1OC
CHEMBL2203380,,,Small molecule,0,244.23,3,3,2.47,63.84,5,1,0,2,N,0.7,None,5.20,1.88,1.88,3,MOL,-1,18,5,1,0,244.076,NEUTRAL,C12H9FN4O,CNc1ccc(-c2nc3ccc(F)nc3o2)cn1
CHEMBL3672728,,,Small molecule,0,426.56,2,2,4.63,72.86,5,1,0,2,N,0.71,None,4.68,5.12,5.12,2,MOL,-1,32,5,2,0,426.242,NEUTRAL,C27H30N4O,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1
CHEMBL4110172,,,Small molecule,0,429.33,3,3,1.35,150.63,9,3,0,5,N,0.6,13.23,4.99,2.42,2.42,2,MOL,-1,30,10,5,0,429.1173,NEUTRAL,C16H15F4N7O3,C[C@]1(c2nc(NC(=O)c3ncc(OCF)nc3N)ccc2F)N=C(N)OCC1(F)F
CHEMBL4113786,,,Small molecule,0,453.81,3,3,2.06,122.72,7,3,0,3,N,0.61,13.08,4.99,2.92,2.92,2,MOL,-1,31,8,4,0,453.0816,NEUTRAL,C19H15ClF3N5O3,C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3Cl)ccc2F)N=C(N)OCC1(F)F
CHEMBL2203392,,,Small molecule,0,268.25,3,3,2.92,56.74,5,0,0,1,N,0.5,None,5.11,2.54,2.54,4,MOL,-1,20,5,0,0,268.076,NEUTRAL,C14H9FN4O,Cn1cnc2cc(-c3nc4ccc(F)nc4o3)ccc21
CHEMBL4114267,,,Small molecule,0,404.35,3,3,2.24,126.28,7,2,0,3,N,0.81,13.52,4.99,2.98,2.98,2,MOL,-1,29,8,3,0,404.1209,NEUTRAL,C18H15F3N6O2,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)OCC2(F)F)n1
CHEMBL236192,,,Small molecule,0,526.1,3,4,3.33,90.39,6,1,1,8,N,0.56,None,7.02,2.85,2.7,1,MOL,-1,35,8,1,1,525.2064,NEUTRAL,C25H36ClN3O5S,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1
CHEMBL205970,,,Small molecule,0,550.7,1,1,4.72,122.99,6,3,1,12,N,0.35,12.85,1.14,4.33,4.33,2,MOL,-1,40,9,4,1,550.3155,NEUTRAL,C31H42N4O5,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc4c(c3)OCO4)c2)C1=O
CHEMBL3403815,,,Small molecule,0,687.02,7,10,5.58,83.86,8,2,2,8,N,0.34,13.61,8.20,4.94,4.07,0,MOL,-1,49,8,2,2,686.5234,NEUTRAL,C41H70N2O6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL3403817,,,Small molecule,0,713.06,7,15,6.26,83.86,8,2,2,8,N,0.31,13.61,7.45,5.85,5.53,0,MOL,-1,51,8,2,2,712.539,NEUTRAL,C43H72N2O6,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
CHEMBL3672725,,,Small molecule,0,422.96,2,2,4.91,72.86,5,1,0,2,N,0.75,None,4.62,4.73,4.73,2,MOL,-1,30,5,2,0,422.1873,NEUTRAL,C24H27ClN4O,CO[C@H]1CC[C@@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1
CHEMBL3672723,,,Small molecule,0,442.56,2,2,4.74,92.99,6,1,0,3,N,0.74,None,4.61,5.05,5.05,2,MOL,-1,33,6,2,0,442.2369,NEUTRAL,C27H30N4O2,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1
CHEMBL4114553,,,Small molecule,0,459.82,3,3,1.66,150.63,9,3,0,6,N,0.55,13.29,4.99,2.91,2.91,2,MOL,-1,31,10,5,0,459.1033,NEUTRAL,C17H17ClF3N7O3,C[C@]1(c2nc(NC(=O)c3ncc(OCCCl)nc3N)ccc2F)N=C(N)OCC1(F)F
CHEMBL4108644,,,Small molecule,0,479.8,3,3,2.81,141.4,8,3,0,4,N,0.57,12.78,4.99,3.65,3.65,2,MOL,-1,32,9,5,0,479.0896,NEUTRAL,C17H15ClF5N7O2,CC(F)(F)c1nc(N)c(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)nc1Cl
CHEMBL4226684,,,Small molecule,0,576.79,2,3,3.69,89.18,7,3,1,12,N,0.36,None,8.49,3.02,1.27,2,MOL,-1,42,9,3,1,576.3788,NEUTRAL,C33H48N6O3,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCOCC2)cc(C(=O)NCCN2CCCCC2)c1
CHEMBL3913721,,,Small molecule,0,458.51,7,25,4.08,72.22,6,0,0,5,N,0.54,None,3.11,3.75,3.75,3,MOL,-1,34,7,0,0,458.1842,NEUTRAL,C27H26N2O5,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(=O)c4ccoc4)CC3)cc1)C2
CHEMBL4069543,,,Small molecule,0,258.23,2,4,2.16,96.23,4,2,0,3,N,0.65,11.28,None,2.15,2.15,2,MOL,-1,19,6,2,0,258.0641,NEUTRAL,C13H10N2O4,O=c1cc(/C=C/c2ccc([N+](=O)[O-])cc2)[nH]cc1O
CHEMBL3898248,,,Small molecule,0,409.45,2,2,4.13,69.2,5,1,0,4,N,0.81,None,4.60,4.55,4.54,1,MOL,-1,29,5,2,0,409.1977,NEUTRAL,C21H26F3N3O2,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1[C@@]21N=C(C)C(N)=N1
CHEMBL3948649,,,Small molecule,0,571.02,1,1,3.74,112.52,8,0,1,6,N,0.44,None,None,2.74,2.74,3,MOL,-1,37,8,0,1,570.0498,NEUTRAL,C24H21ClF2N2O6S2,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)c1cccnn1
CHEMBL3986412,,,Small molecule,0,368.39,2,2,3.37,93.06,6,2,0,8,N,0.55,9.00,None,4.12,4.11,2,MOL,-1,27,6,2,0,368.126,NEUTRAL,C21H20O6,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cccc(OC)c2O)ccc1O
CHEMBL4226641,,,Small molecule,0,519.73,2,3,3.85,67.92,5,2,1,11,N,0.47,None,9.38,3.45,-0.09,2,MOL,-1,38,7,2,1,519.3573,BASE,C31H45N5O2,CN(C)Cc1ccccc1-c1cc(C(=O)NCCN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1
CHEMBL4475538,,,,0,528.68,6,13,4.82,68.31,9,0,1,5,N,0.31,None,None,4.85,4.85,2,MOL,-1,35,7,0,1,528.0847,NEUTRAL,C25H24N2O5S3,CN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)OCC4COC(C)(C)O4)C3=O)ccc21
CHEMBL3900140,,,Small molecule,0,571.02,1,1,3.74,112.52,8,0,1,6,N,0.41,None,None,3.02,3.02,3,MOL,-1,37,8,0,1,570.0498,NEUTRAL,C24H21ClF2N2O6S2,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)c1ccncn1
CHEMBL3955339,,,Small molecule,0,474.99,5,6,5.51,42.01,5,0,1,5,N,0.46,None,3.19,6.03,6.03,3,MOL,-1,34,5,0,1,474.171,NEUTRAL,C28H27ClN2O3,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ccc(Cl)cc4)CC3)cc1)C2
CHEMBL3930181,,,Small molecule,0,454.57,5,6,5.16,42.01,5,0,1,5,N,0.5,None,3.87,5.94,5.94,3,MOL,-1,34,5,0,1,454.2256,NEUTRAL,C29H30N2O3,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ccc(C)cc4)CC3)cc1)C2
CHEMBL4217978,,,Small molecule,0,658.61,6,12,3.99,190.67,13,5,2,8,N,0.1,8.10,None,4.67,4.59,4,MOL,-1,48,13,5,2,658.1686,NEUTRAL,C35H30O13,COc1cc(/C=C/C(=O)Oc2cc(O)c3c(c2)O[C@H](c2ccc4c(c2)O[C@@H](c2ccc(O)c(OC)c2)[C@H](CO)O4)[C@@H](O)C3=O)ccc1O
CHEMBL4092433,,,Small molecule,0,256.3,2,4,2.32,56.33,3,2,0,3,Y,0.89,11.71,4.79,2.31,2.31,2,MOL,-1,19,4,2,0,256.1212,NEUTRAL,C15H16N2O2,CN(C)c1ccc(/C=C/c2cc(=O)c(O)c[nH]2)cc1
CHEMBL4110655,,,Small molecule,0,381.32,3,3,1.04,141.4,8,3,0,3,N,0.72,13.52,4.99,1.81,1.8,2,MOL,-1,27,9,5,0,381.1161,NEUTRAL,C15H14F3N7O2,C[C@]1(c2nc(NC(=O)c3nccnc3N)ccc2F)N=C(N)OCC1(F)F
CHEMBL3961972,,,Small molecule,0,584.06,1,1,4.49,99.63,7,0,1,7,N,0.4,None,3.80,2.89,2.89,3,MOL,-1,38,7,0,1,583.0702,NEUTRAL,C26H24ClF2NO6S2,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)Cc1cccnc1
CHEMBL4079415,,,Small molecule,0,276.3,1,3,4.18,86.57,4,1,0,4,N,0.44,None,0.66,4.32,4.2,3,MOL,-1,21,6,1,0,276.1123,NEUTRAL,C15H12N6,[N-]=[N+]=Nc1nc(NCc2ccccc2)c2ccccc2n1
CHEMBL4082825,,,Small molecule,0,251.29,2,8,2.95,58.04,4,2,0,3,N,0.75,13.46,2.60,3.59,3.59,3,MOL,-1,19,4,2,0,251.1059,NEUTRAL,C15H13N3O,Oc1nc(NCc2ccccc2)c2ccccc2n1
CHEMBL319756,,,Small molecule,0,495.07,7,16,4.71,72.53,6,3,0,10,N,0.35,13.33,8.81,3.73,2.01,3,MOL,-1,35,7,3,0,494.2561,BASE,C27H35ClN6O,CN(C)CCNCc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1
CHEMBL4095654,,,Small molecule,0,272.26,2,4,2.17,85.37,5,1,0,3,N,0.68,11.32,None,2.53,2.53,2,MOL,-1,20,6,1,0,272.0797,NEUTRAL,C14H12N2O4,Cn1cc(O)c(=O)cc1/C=C/c1ccc([N+](=O)[O-])cc1
CHEMBL4065395,,,Small molecule,0,273.29,2,4,2.27,71.55,4,2,0,4,N,0.9,11.16,None,1.89,1.89,2,MOL,-1,20,5,2,0,273.1001,NEUTRAL,C15H15NO4,COc1cc(/C=C/c2cc(=O)c(O)c[nH]2)cc(OC)c1
CHEMBL240285,,,Small molecule,0,471.02,2,2,3.79,87.15,5,1,0,6,N,0.68,None,None,3.44,3.44,1,MOL,-1,31,7,1,0,470.1642,NEUTRAL,C22H31ClN2O5S,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL94521,,,Small molecule,0,494.04,6,16,4.89,69.73,6,2,0,7,N,0.49,13.33,7.42,3.88,3.53,3,MOL,-1,35,7,2,0,493.2245,NEUTRAL,C27H32ClN5O2,O=C(CN1CCCCC1)Nc1cc(CN2CCOCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1
CHEMBL2203382,,,Small molecule,0,253.24,3,3,3.51,54.71,3,1,0,1,N,0.53,None,None,3.13,3.13,4,MOL,-1,19,4,1,0,253.0651,NEUTRAL,C14H8FN3O,Fc1ccc2nc(-c3ccc4[nH]ccc4c3)oc2n1
CHEMBL4099046,,,Small molecule,0,367.41,3,5,2.79,111.39,6,3,0,7,N,0.59,10.98,4.22,2.77,2.77,3,MOL,-1,27,8,4,0,367.1644,NEUTRAL,C19H21N5O3,COc1ccc(CCNc2nc(NC(N)=O)nc3ccccc23)cc1OC
CHEMBL4226530,,,Small molecule,0,546.85,2,3,4.25,37.02,6,2,1,13,N,0.37,None,9.50,4.26,-0.18,2,MOL,-1,40,6,2,1,546.441,BASE,C34H54N6,CN1CCN(Cc2ccccc2-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1
CHEMBL3672688,,,Small molecule,0,362.27,2,2,2.91,70.97,4,2,0,0,N,0.75,None,4.61,3.38,3.38,1,MOL,-1,22,4,3,0,361.079,NEUTRAL,C17H20BrN3O,CC1=N[C@@]2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1
CHEMBL3938007,,,Small molecule,0,445.52,2,2,4.99,77.62,5,1,0,10,N,0.35,9.59,None,5.25,5.25,3,MOL,-1,33,6,1,0,445.1889,NEUTRAL,C27H27NO5,COc1cc(OCC2CCCO2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1
CHEMBL4097374,,,Small molecule,0,350.42,3,5,3.83,68.3,6,2,0,7,N,0.67,None,6.63,3.52,3.45,3,MOL,-1,26,6,2,0,350.1743,NEUTRAL,C20H22N4O2,COc1ccc(CNc2nc(NC3CC3)nc3ccccc23)cc1OC
CHEMBL3672708,,,Small molecule,0,394.29,2,2,3.7,59.97,4,1,0,1,N,0.79,None,4.61,4.17,4.17,1,MOL,-1,24,4,2,0,393.0852,NEUTRAL,C18H21BrFN3O,COC1CCC2(CC1)Cc1cc(F)c(Br)cc1C21N=C(C)C(N)=N1
CHEMBL450926,,,Small molecule,0,299.46,1,3,3.24,46.17,3,1,0,3,N,0.93,8.79,None,3.41,3.4,1,MOL,-1,19,3,1,0,299.1014,NEUTRAL,C14H21NO2S2,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1cccs1
CHEMBL3672702,,,Small molecule,0,369.51,2,2,3.98,69.2,5,1,0,4,N,0.87,None,4.60,4.39,4.39,1,MOL,-1,27,5,2,0,369.2416,NEUTRAL,C22H31N3O2,CC[C@@H](C)Oc1ccc2c(c1)C1(N=C(C)C(N)=N1)[C@]1(CC[C@H](OC)CC1)C2
CHEMBL3911126,,,Small molecule,0,361.4,2,2,4.14,79.39,4,2,0,7,N,0.49,8.99,None,4.68,4.67,3,MOL,-1,27,5,2,0,361.1314,NEUTRAL,C22H19NO4,COc1cc(O)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1
CHEMBL196322,,,Small molecule,0,288.27,1,2,3.41,55.76,3,1,0,3,N,0.94,3.91,None,3.57,0.36,2,MOL,-1,21,4,1,0,288.0798,ACID,C16H13FO4,CC(C(=O)O)c1ccc(-c2ccc3c(c2)OCO3)c(F)c1
CHEMBL3813916,,,Small molecule,0,425.54,1,2,4.34,78.86,7,2,0,10,N,0.39,None,7.32,4.18,3.88,4,MOL,-1,32,7,2,0,425.2328,NEUTRAL,C25H27N7,CNc1cccc(CCNc2cccc(CCN(c3ccccn3)c3ccccn3)n2)n1
CHEMBL4086825,,,Small molecule,0,257.29,2,4,2.27,51.46,4,1,0,3,N,0.92,11.44,None,2.43,2.43,2,MOL,-1,19,4,1,0,257.1052,NEUTRAL,C15H15NO3,COc1ccccc1/C=C/c1cc(=O)c(O)cn1C
CHEMBL3945110,,,Small molecule,0,363.51,2,3,3.81,59.97,4,1,0,1,N,0.77,None,4.61,4.97,4.97,1,MOL,-1,27,4,2,0,363.2311,NEUTRAL,C23H29N3O,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1C21N=C(C)C(N)=N1
CHEMBL3672732,,,Small molecule,0,446.98,2,2,5.38,83.76,5,1,1,2,N,0.67,None,4.61,5.81,5.81,2,MOL,-1,32,5,2,1,446.1873,NEUTRAL,C26H27ClN4O,CO[C@H]1CC[C@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1
CHEMBL3891403,,,Small molecule,0,417.5,2,2,4.23,69.2,5,1,0,4,N,0.8,None,4.60,3.81,3.81,1,MOL,-1,30,5,2,0,417.2228,NEUTRAL,C23H29F2N3O2,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC(F)(F)C3)cc1C21N=C(C)C(N)=N1
CHEMBL4069995,,,Small molecule,0,249.28,2,4,3.18,69.39,3,3,0,2,N,0.51,None,4.94,2.52,2.52,4,MOL,-1,19,5,3,0,249.1014,NEUTRAL,C14H11N5,c1cc2ncc(Nc3ccc4cc[nH]c4n3)cc2[nH]1
CHEMBL4226945,,,Small molecule,0,451.02,2,5,4.14,37.88,6,1,0,4,N,0.64,None,8.29,4.09,2.67,3,MOL,-1,32,6,1,0,450.2299,NEUTRAL,C25H31ClN6,CN1CCN(c2cc(Nc3ccnc4cc(Cl)ccc34)cc(N3CCN(C)CC3)c2)CC1
CHEMBL238271,,,Small molecule,0,499.07,2,3,4.57,87.15,5,1,0,7,N,0.59,None,None,4.24,4.24,1,MOL,-1,33,7,1,0,498.1955,NEUTRAL,C24H35ClN2O5S,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1
CHEMBL4226025,,,Small molecule,0,546.85,2,8,5.57,45.81,6,3,2,14,N,0.27,None,9.52,5.06,0.23,2,MOL,-1,40,6,3,2,546.441,BASE,C34H54N6,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1
CHEMBL202877,,,Small molecule,0,526.7,2,2,5.22,104.53,4,3,2,14,N,0.31,None,9.24,5.16,3.34,2,MOL,-1,38,7,4,2,526.3319,BASE,C30H43FN4O3,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1
CHEMBL4097928,,,Small molecule,0,259.26,2,4,1.67,82.69,5,3,0,2,N,0.77,9.15,None,1.98,1.97,2,MOL,-1,19,5,3,0,259.0845,NEUTRAL,C14H13NO4,Cn1cc(O)c(=O)cc1/C=C/c1cc(O)cc(O)c1
CHEMBL3943188,,,Small molecule,0,434.49,2,2,4.62,83.76,5,1,0,2,N,0.75,None,4.61,5.04,5.04,2,MOL,-1,32,5,2,0,434.1918,NEUTRAL,C25H24F2N4O,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1C21N=C(C)C(N)=N1
CHEMBL3672726,,,Small molecule,0,422.96,2,2,4.91,72.86,5,1,0,2,N,0.75,None,4.62,4.73,4.73,2,MOL,-1,30,5,2,0,422.1873,NEUTRAL,C24H27ClN4O,CO[C@H]1CC[C@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1
CHEMBL3814563,,,Small molecule,0,348.45,1,2,3.22,74.76,6,3,0,9,N,0.55,None,7.40,2.61,2.24,3,MOL,-1,26,6,3,0,348.2062,NEUTRAL,C20H24N6,CNc1cccc(CCNc2cccc(CCNc3ccccn3)n2)n1
CHEMBL4108431,,,Small molecule,0,511.81,3,3,3.75,111.72,7,2,1,6,N,0.57,12.80,4.87,3.75,3.75,2,MOL,-1,34,8,3,1,511.0846,NEUTRAL,C19H16ClF6N5O3,COCC[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F
CHEMBL4106556,,,Small molecule,0,399.76,3,3,2.72,102.49,6,2,0,3,N,0.83,13.34,4.99,3.21,3.21,2,MOL,-1,27,7,3,0,399.071,NEUTRAL,C16H13ClF3N5O2,C[C@]1(c2nc(NC(=O)c3ncccc3Cl)ccc2F)N=C(N)OCC1(F)F
CHEMBL4094911,,,Small molecule,0,338.41,3,7,3.34,68.3,6,2,0,7,N,0.69,None,6.74,3.34,3.26,3,MOL,-1,25,6,2,0,338.1743,NEUTRAL,C19H22N4O2,CNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1
CHEMBL3814123,,,Small molecule,0,264.33,1,5,2.87,63.83,4,2,0,4,N,0.76,None,6.90,3.36,3.24,3,MOL,-1,20,4,3,0,264.1375,NEUTRAL,C16H16N4,Nc1nc(NCCc2ccccc2)c2ccccc2n1
CHEMBL4107314,,,Small molecule,0,434.38,3,3,0.99,148.74,8,4,0,3,N,0.53,13.76,4.99,2.14,2.13,2,MOL,-1,31,9,6,1,434.1314,NEUTRAL,C19H17F3N6O3,C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3N)ccc2F)N=C(N)OCC1(F)F
CHEMBL4115141,,,Small molecule,0,479.79,3,3,3.36,111.72,7,2,0,6,N,0.61,12.99,4.99,3.52,3.52,2,MOL,-1,32,8,3,0,479.0784,NEUTRAL,C18H15ClF5N5O3,C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F
CHEMBL4108635,,,Small molecule,0,479.34,3,3,1.98,150.63,9,3,0,5,N,0.55,13.27,4.99,3.2,3.2,2,MOL,-1,33,10,5,0,479.1141,NEUTRAL,C17H15F6N7O3,C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F
CHEMBL2203378,,,Small molecule,0,243.24,3,3,3.07,50.95,4,1,0,2,N,0.7,None,3.36,2.5,2.5,3,MOL,-1,18,4,1,0,243.0808,NEUTRAL,C13H10FN3O,CNc1ccc(-c2nc3ccc(F)nc3o2)cc1
CHEMBL4077009,,,Small molecule,0,245.25,2,4,2.4,42.23,3,1,0,2,Y,0.88,11.20,None,2.73,2.73,2,MOL,-1,18,3,1,0,245.0852,NEUTRAL,C14H12FNO2,Cn1cc(O)c(=O)cc1/C=C/c1cccc(F)c1
CHEMBL425031,,,Small molecule,0,527.68,2,2,5.26,98.74,4,3,2,14,N,0.31,13.95,None,5.27,5.27,2,MOL,-1,38,7,3,2,527.3159,NEUTRAL,C30H42FN3O4,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1
CHEMBL4110988,,,Small molecule,0,363.51,2,2,3.81,59.97,4,1,0,1,N,0.77,None,4.61,4.97,4.97,1,MOL,-1,27,4,2,0,363.2311,NEUTRAL,C23H29N3O,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@]21N=C(C)C(N)=N1
CHEMBL3969106,,,Small molecule,0,368.39,2,2,3.37,93.06,6,2,0,8,N,0.55,9.15,None,4.12,4.12,2,MOL,-1,27,6,2,0,368.126,NEUTRAL,C21H20O6,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cc(O)ccc2OC)ccc1O
CHEMBL3892054,,,Small molecule,0,322.36,2,2,3.66,63.6,4,1,0,7,N,0.62,9.28,None,4.59,4.58,2,MOL,-1,24,4,1,0,322.1205,NEUTRAL,C20H18O4,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccccc2)ccc1O
CHEMBL3814719,,,Small molecule,0,348.45,6,17,3.22,74.76,6,3,0,9,N,0.55,None,8.38,2.61,1.48,3,MOL,-1,26,6,3,0,348.2062,NEUTRAL,C20H24N6,CNc1cccc(NCCc2cccc(NCCc3ccccn3)n2)n1
